file,keyword,vol,kd,cpc,intent,has_geo
USHOMEBUY (1).xlsx,real estate developers portfolio move-in ready properties,390.0,15,0.0,I,True
USHOMEBUY (1).xlsx,what paperwork do i need to sell my house myself,390.0,15,4.01,C I,False
USHOMEBUY (1).xlsx,we buy houses brooklyn ny,390.0,16,0.0,C,False
USHOMEBUY (1).xlsx,we buy houses in california,390.0,16,29.73,C,False
USHOMEBUY (1).xlsx,we buy houses myrtle beach,390.0,16,19.37,C,False
USHOMEBUY (1).xlsx,charlotte zip codes ballantyne,390.0,17,0.0,I,True
USHOMEBUY (1).xlsx,nrh zip code,390.0,17,0.0,I,True
USHOMEBUY (1).xlsx,sell my house fast corpus christi,390.0,17,0.0,C,False
USHOMEBUY (1).xlsx,sell my house green bay,390.0,17,0.0,I,False
USHOMEBUY (1).xlsx,we buy houses jonesboro ar,390.0,17,0.0,T,False
USHOMEBUY (1).xlsx,cash home buyers ogden utah,390.0,18,0.0,C,True
USHOMEBUY (1).xlsx,houses for sale in ponder,390.0,18,0.44,T,True
USHOMEBUY (1).xlsx,squatters rights in pennsylvania,390.0,18,0.41,I,True
USHOMEBUY (1).xlsx,we buy houses virginia beach,390.0,18,21.56,T,True
USHOMEBUY (1).xlsx,squatters rights pennsylvania,390.0,19,0.0,I,True
USHOMEBUY (1).xlsx,va loan inspection criteria,390.0,19,0.94,I,True
USHOMEBUY (1).xlsx,we buy houses salt lake city ut,390.0,19,78.98,T,False
USHOMEBUY (1).xlsx,we buy houses utah,390.0,19,0.0,T,False
USHOMEBUY (3).xlsx,sell my house fast tennessee,390.0,20,20.24,C,False
USHOMEBUY (3).xlsx,sell my house fast north carolina,390.0,20,37.1,C,False
USHOMEBUY (1).xlsx,hyde park real estate,390.0,20,0.22,C,True
USHOMEBUY (1).xlsx,va loan home inspection,390.0,20,3.97,I,True
USHOMEBUY (1).xlsx,we buy houses durham,390.0,20,20.67,T,False
USHOMEBUY (1).xlsx,we buy houses st george ut,390.0,20,0.0,C,False
USHOMEBUY (1).xlsx,zip code for los feliz ca,390.0,20,0.0,I,True
USHOMEBUY (1).xlsx,can i look at a house without pre approval,390.0,21,0.0,I,True
USHOMEBUY (1).xlsx,how often do real estate deals fall through,390.0,21,0.0,I,True
USHOMEBUY (1).xlsx,lennar homes valencia,390.0,21,0.75,N,True
USHOMEBUY (1).xlsx,sell my house st louis,390.0,21,0.0,C,False
USHOMEBUY (1).xlsx,we buy houses albany park chicago,390.0,21,0.0,T,False
USHOMEBUY (1).xlsx,we buy houses arlington,390.0,21,28.35,T,True
USHOMEBUY (3).xlsx,sell my house fast long island,390.0,22,12.57,C,False
USHOMEBUY (1).xlsx,sell my house cash fast,390.0,22,39.26,I,False
USHOMEBUY (1).xlsx,sell my house kansas city,390.0,22,33.55,C,False
USHOMEBUY (1).xlsx,sell my house quickly utah,390.0,22,0.0,I,False
USHOMEBUY (2).xlsx,we buy houses in maryland,390.0,23,30.01,T,True
USHOMEBUY (3).xlsx,sell my house fast charlotte nc,390.0,23,9.4,C,False
USHOMEBUY (1).xlsx,capitol hill zip code,390.0,23,0.0,I,True
USHOMEBUY (1).xlsx,does swimming pool add value to home,390.0,23,0.15,I,True
USHOMEBUY (1).xlsx,houses for sale in delphos ohio,390.0,23,0.23,T,True
USHOMEBUY (1).xlsx,porte.com founded,390.0,23,0.0,I,True
USHOMEBUY (1).xlsx,we buy houses charlotte,390.0,23,21.89,T,False
USHOMEBUY (1).xlsx,we buy houses mobile al,390.0,23,22.49,T,False
USHOMEBUY (3).xlsx,sell my house fast dallas texas,390.0,24,11.47,C,False
USHOMEBUY (1).xlsx,condemned houses,390.0,24,7.24,I,True
USHOMEBUY (1).xlsx,tcu fort worth zip code,390.0,24,0.0,N,True
USHOMEBUY (1).xlsx,capitol hill seattle zip code,390.0,25,0.0,I,True
USHOMEBUY (1).xlsx,encroachments definition,390.0,25,0.04,I,True
USHOMEBUY (1).xlsx,sell my house columbus ohio,390.0,25,19.92,C,False
USHOMEBUY (1).xlsx,we buy houses new orleans la,390.0,25,11.01,C,False
USHOMEBUY (2).xlsx,va loan for a foreclosure,390.0,26,5.14,I C,True
USHOMEBUY (3).xlsx,sell my house fast michigan,390.0,26,31.11,C,False
USHOMEBUY (3).xlsx,sell my house fast memphis,390.0,26,12.07,C,False
USHOMEBUY (1).xlsx,home improvements that increase value,390.0,26,1.14,I,True
USHOMEBUY (1).xlsx,how to make side money from home,390.0,26,2.6,I,True
USHOMEBUY (1).xlsx,we buy houses fast charlotte,390.0,26,0.0,T,False
USHOMEBUY (1).xlsx,we buy houses wrightwood chicago,390.0,26,0.0,T,False
USHOMEBUY (1).xlsx,we buy houses missouri,390.0,27,39.78,T,False
USHOMEBUY (1).xlsx,we buy houses san francisco,390.0,27,0.0,T,False
USHOMEBUY (1).xlsx,home improvements that add value,390.0,28,1.14,I,True
USHOMEBUY (1).xlsx,how much does finished basement add to appraised value,390.0,28,0.0,I,True
USHOMEBUY (1).xlsx,we buy houses arkansas,390.0,28,27.26,T,False
USHOMEBUY (3).xlsx,sell my house fast memphis tn,390.0,29,18.3,C,False
USHOMEBUY (1).xlsx,advantages of homeownership,390.0,29,4.86,I,True
USHOMEBUY (1).xlsx,downtown charlotte nc zip code,390.0,29,0.0,C I,True
USHOMEBUY (1).xlsx,highland park dallas zip code,390.0,29,0.0,I,True
USHOMEBUY (1).xlsx,how much value does a pool add to a house,390.0,29,0.42,I,True
USHOMEBUY (1).xlsx,sell my house columbus,390.0,29,19.92,C,False
USHOMEBUY (1).xlsx,we buy houses indianapolis,390.0,29,29.12,T,False
USHOMEBUY (1).xlsx,we buy houses new mexico,390.0,29,12.85,T,False
USHOMEBUY (1).xlsx,frontierdoor.com leadership our team,320.0,0,0.0,I,True
USHOMEBUY (1).xlsx,selling a house in a trust after death,320.0,0,4.26,I,True
USHOMEBUY (1).xlsx,we buy houses shorewood,320.0,0,0.0,I,False
USHOMEBUY (3).xlsx,sell my house fast ocean county nj,320.0,3,0.0,C,False
USHOMEBUY (1).xlsx,sell my house fast canton,320.0,3,0.0,I,False
USHOMEBUY (1).xlsx,sell my house fast fishkill ny,320.0,4,0.0,I,False
USHOMEBUY (1).xlsx,sell my house fast harrisburg pa,320.0,4,0.0,C I,False
USHOMEBUY (1).xlsx,we buy houses galveston,320.0,4,27.28,I,False
USHOMEBUY (1).xlsx,sell my house fast irving,320.0,5,4.52,C,False
USHOMEBUY (1).xlsx,sell my house fast stockton,320.0,5,15.26,C,False
USHOMEBUY (1).xlsx,tn spiders,320.0,5,0.49,I,True
USHOMEBUY (1).xlsx,sell my house athens,320.0,6,0.0,C,False
USHOMEBUY (1).xlsx,sell my house fast san bernardino,320.0,6,28.58,C,False
USHOMEBUY (1).xlsx,disadvantages of seller paying closing costs,320.0,7,5.66,I,True
USHOMEBUY (1).xlsx,sell my house ann arbor,320.0,7,0.0,C,False
USHOMEBUY (1).xlsx,sell my house palm beach,320.0,7,0.0,C,False
USHOMEBUY (1).xlsx,we buy houses norfolk,320.0,7,9.02,T,True
USHOMEBUY (3).xlsx,sell my house fast ohio,320.0,8,26.02,C,False
USHOMEBUY (1).xlsx,sell my house tacoma,320.0,8,0.0,I,False
USHOMEBUY (1).xlsx,under contract meaning real estate,320.0,9,0.03,C,True
USHOMEBUY (1).xlsx,we buy houses spring hill,320.0,9,0.0,I,False
USHOMEBUY (1).xlsx,what is the difference between pending and under contract,320.0,9,0.06,C I,True
USHOMEBUY (1).xlsx,zip code for benbrook tx,320.0,9,0.0,I,True
USHOMEBUY (1).xlsx,we buy houses fayette county,320.0,10,22.25,N T,False
USHOMEBUY (1).xlsx,we buy houses waco,320.0,10,14.94,T,False
USHOMEBUY (1).xlsx,we buy ugly houses kansas city,320.0,10,40.58,I,False
USHOMEBUY (1).xlsx,can i sell my house before foreclosure,320.0,11,34.53,I,False
USHOMEBUY (1).xlsx,sell my house memphis,320.0,11,28.86,C,False
USHOMEBUY (2).xlsx,foreclosures richmond va,320.0,12,0.41,C,True
USHOMEBUY (3).xlsx,cash home buyers in baltimore,320.0,12,19.67,C,True
USHOMEBUY (3).xlsx,sell my house fast seattle wa,320.0,12,0.0,C,False
USHOMEBUY (1).xlsx,appraisal value vs market value,320.0,12,1.91,C,True
USHOMEBUY (1).xlsx,batvai meaning,320.0,12,0.0,I,True
USHOMEBUY (1).xlsx,how long does a va appraisal take,320.0,12,0.0,I,True
USHOMEBUY (1).xlsx,we buy houses aurora,320.0,12,14.5,I,False
USHOMEBUY (1).xlsx,we buy houses clinton,320.0,12,0.0,T,False
USHOMEBUY (1).xlsx,we buy houses olympia,320.0,12,0.0,I,False
USHOMEBUY (2).xlsx,how to sell my house in virginia,320.0,13,0.0,I,True
USHOMEBUY (1).xlsx,how much value does a pool add,320.0,13,0.45,I,True
USHOMEBUY (1).xlsx,sell my house fast mesa,320.0,13,16.15,C,False
USHOMEBUY (3).xlsx,sell my house fast wisconsin,320.0,14,21.14,C,False
USHOMEBUY (1).xlsx,can i sell my house while in foreclosure,320.0,14,27.64,C,False
USHOMEBUY (1).xlsx,residential mobility trends february 2026 news,320.0,14,0.0,I,True
USHOMEBUY (1).xlsx,we buy houses boulder,320.0,14,0.0,N T,True
USHOMEBUY (1).xlsx,we buy houses in kentucky,320.0,14,26.35,T,False
USHOMEBUY (1).xlsx,what's the difference between pending and under contract,320.0,14,0.05,C I,True
USHOMEBUY (1).xlsx,zip code for north richland hills,320.0,14,0.0,I,True
USHOMEBUY (1).xlsx,zip code for north richland hills texas,320.0,14,0.0,I,True
USHOMEBUY (1).xlsx,zip code north richland hills texas,320.0,14,0.0,I,True
USHOMEBUY (1).xlsx,we buy houses fast charleston,320.0,15,0.0,T,False
USHOMEBUY (1).xlsx,we buy houses fort lauderdale,320.0,15,0.0,T,True
USHOMEBUY (1).xlsx,we buy houses kennewick wa,320.0,15,0.0,T,False
USHOMEBUY (1).xlsx,we buy houses st petersburg,320.0,15,12.86,T,False
USHOMEBUY (1).xlsx,what does it mean when a house is condemned,320.0,15,0.0,I,True
USHOMEBUY (3).xlsx,sell my house fast in florida,320.0,16,22.43,C,False
USHOMEBUY (1).xlsx,we buy houses burbank,320.0,16,0.0,I,False
USHOMEBUY (1).xlsx,zip code for north richland hills tx,320.0,16,0.0,I,True
USHOMEBUY (3).xlsx,sell my house fast fort worth tx,320.0,17,15.51,C,False
USHOMEBUY (1).xlsx,north richland hills zipcode,320.0,17,0.0,I,True
USHOMEBUY (1).xlsx,sell my house fast knoxville,320.0,17,22.54,C,False
USHOMEBUY (1).xlsx,sell my house milwaukee,320.0,17,0.0,C,False
USHOMEBUY (1).xlsx,silver lake ca zip code,320.0,17,0.0,I,True
USHOMEBUY (1).xlsx,studio city san fernando valley,320.0,17,0.93,I,True
USHOMEBUY (3).xlsx,sell my house fast in columbus ohio,320.0,18,32.95,C,False
USHOMEBUY (3).xlsx,sell my house fast los angeles ca,320.0,18,0.0,C,False
USHOMEBUY (1).xlsx,homes for sale in wadesboro nc,320.0,18,0.2,T,True
USHOMEBUY (1).xlsx,what is a deed trust,320.0,18,0.54,I,True
USHOMEBUY (1).xlsx,zip code seattle capitol hill,320.0,18,0.0,C I,True
USHOMEBUY (3).xlsx,sell my house fast south carolina,320.0,19,66.82,C,False
USHOMEBUY (3).xlsx,sell my house fast sacramento ca,320.0,19,10.37,C,False
USHOMEBUY (1).xlsx,downtown raleigh zip code,320.0,19,0.0,I,True
USHOMEBUY (1).xlsx,va loan house inspection,320.0,19,3.24,I,True
USHOMEBUY (1).xlsx,va loan inspection,320.0,19,2.3,I,True
USHOMEBUY (1).xlsx,we buy houses boca raton,320.0,19,0.0,T,False
USHOMEBUY (2).xlsx,va approved homes for sale,320.0,20,8.31,T,True
USHOMEBUY (3).xlsx,sell my house fast arkansas,320.0,20,34.8,C,False
USHOMEBUY (1).xlsx,can i sell my house without realtor,320.0,20,11.72,I,False
USHOMEBUY (1).xlsx,pennsylvania squatters rights,320.0,20,0.19,I,True
USHOMEBUY (1).xlsx,providence crossing nc,320.0,20,2.23,I,True
USHOMEBUY (1).xlsx,sell my house charlotte,320.0,20,21.87,I,False
USHOMEBUY (2).xlsx,we buy houses baltimore md,320.0,21,26.5,T,True
USHOMEBUY (1).xlsx,downtown charlotte zip code,320.0,21,0.0,I,True
USHOMEBUY (1).xlsx,listing description,320.0,21,3.19,I,True
USHOMEBUY (1).xlsx,uptown dallas zip code,320.0,21,0.0,I,True
USHOMEBUY (1).xlsx,we buy houses atlanta ga,320.0,21,25.48,T,False
USHOMEBUY (1).xlsx,we buy houses portland oregon,320.0,21,42.8,I,False
USHOMEBUY (1).xlsx,what does house under contract mean,320.0,21,0.02,C,True
USHOMEBUY (1).xlsx,houses for sale in princess anne md,320.0,22,0.2,T,True
USHOMEBUY (1).xlsx,houses for sale in wellsburg west virginia,320.0,22,0.21,T,True
USHOMEBUY (1).xlsx,how much does a finished basement add to home value,320.0,22,6.53,I,True
USHOMEBUY (1).xlsx,most desirable neighborhoods in chicago,320.0,22,0.24,C I,True
USHOMEBUY (1).xlsx,ofallon il zip code,320.0,22,0.0,I,True
USHOMEBUY (1).xlsx,sell my house by owner,320.0,22,23.27,C I,False
USHOMEBUY (3).xlsx,sell my house fast portland oregon,320.0,23,10.97,C,False
USHOMEBUY (3).xlsx,sell my house fast wilmington nc,320.0,23,0.0,C,True
USHOMEBUY (3).xlsx,sell my house fast seattle,320.0,23,10.05,C,False
USHOMEBUY (1).xlsx,sell my house fast kansas city mo,320.0,23,97.22,C,False
USHOMEBUY (1).xlsx,silver lake los angeles zip code,320.0,23,0.0,I,True
USHOMEBUY (1).xlsx,va loan house inspection requirements,320.0,23,0.82,I,True
USHOMEBUY (1).xlsx,we buy houses alabama,320.0,23,28.32,T,False
USHOMEBUY (1).xlsx,we buy houses dc,320.0,23,27.78,T,True
USHOMEBUY (1).xlsx,we buy houses omaha,320.0,23,31.01,T,False
USHOMEBUY (1).xlsx,condemn house meaning,320.0,24,0.0,I,True
USHOMEBUY (1).xlsx,contingent vs pending vs under contract,320.0,24,0.04,C I,True
USHOMEBUY (1).xlsx,sell my house atlanta,320.0,24,19.62,I,False
USHOMEBUY (1).xlsx,we buy houses chattanooga,320.0,24,28.97,T,False
USHOMEBUY (1).xlsx,what does active under contract mean real estate,320.0,24,0.0,I,True
USHOMEBUY (3).xlsx,sell my house fast in san antonio,320.0,25,21.48,C,False
USHOMEBUY (1).xlsx,sell my house fast colorado springs,320.0,25,35.63,C,False
USHOMEBUY (1).xlsx,we buy houses kansas,320.0,25,34.32,T,False
USHOMEBUY (1).xlsx,we buy houses rochester ny,320.0,25,14.93,C,False
USHOMEBUY (3).xlsx,sell my house fast pennsylvania,320.0,26,29.49,C,True
USHOMEBUY (1).xlsx,we buy houses in jacksonville,320.0,26,0.0,T,False
USHOMEBUY (1).xlsx,we buy houses jacksonville fl,320.0,26,26.56,T,False
USHOMEBUY (1).xlsx,we buy houses los angeles ca,320.0,26,49.62,C,False
USHOMEBUY (1).xlsx,we buy houses oklahoma city,320.0,26,36.29,T,False
USHOMEBUY (3).xlsx,sell my house for cash houston,320.0,27,34.42,C,False
USHOMEBUY (1).xlsx,eastover dental charlotte,320.0,27,3.69,N,True
USHOMEBUY (1).xlsx,house design categories,320.0,27,0.18,I,True
USHOMEBUY (1).xlsx,how to find fair market value,320.0,27,1.89,I,True
USHOMEBUY (3).xlsx,sell my house fast columbus oh,320.0,28,28.1,C,False
USHOMEBUY (1).xlsx,impact of home renovation on stainless steel demand,320.0,28,0.0,I,True
USHOMEBUY (1).xlsx,sell my house fast austin tx,320.0,28,12.3,C,False
USHOMEBUY (1).xlsx,the heights arlington,320.0,28,1.7,N,True
USHOMEBUY (1).xlsx,we buy houses dallas tx,320.0,28,27.9,nan,False
USHOMEBUY (1).xlsx,sell my house in houston,320.0,29,58.61,I,False
USHOMEBUY (1).xlsx,we buy houses seattle,320.0,29,8.01,T,False
USHOMEBUY (3).xlsx,sell my house fast carmichael,260.0,0,29.15,C,False
USHOMEBUY (1).xlsx,arcadia az zip code,260.0,0,0.0,C I,True
USHOMEBUY (1).xlsx,sell my house fast florin,260.0,0,24.31,C,False
USHOMEBUY (1).xlsx,we buy houses brookfield,260.0,0,0.0,I,False
USHOMEBUY (1).xlsx,we buy houses san bernardino,260.0,0,25.13,C,False
USHOMEBUY (1).xlsx,sell my house fast auburn,260.0,1,0.0,I,False
USHOMEBUY (1).xlsx,sell my house kent,260.0,1,0.0,C,False
USHOMEBUY (1).xlsx,sell my house portsmouth,260.0,1,0.0,I,False
USHOMEBUY (1).xlsx,we buy houses west allis,260.0,1,0.0,T,False
USHOMEBUY (1).xlsx,common spiders in tennessee,260.0,2,0.4,I,True
USHOMEBUY (1).xlsx,sell my house durham,260.0,2,0.0,I,False
USHOMEBUY (1).xlsx,sell my house fast marysville,260.0,2,7.14,C,False
USHOMEBUY (1).xlsx,sell my house fast purcellville virginia,260.0,2,0.0,I,True
USHOMEBUY (1).xlsx,sell my house fast chesapeake,260.0,3,0.0,C,False
USHOMEBUY (1).xlsx,sell my house fast clarksville,260.0,3,0.0,C,False
USHOMEBUY (1).xlsx,selling a house in an irrevocable trust before death,260.0,3,8.26,I,True
USHOMEBUY (2).xlsx,sell my house fast virginia,260.0,4,19.82,C,True
USHOMEBUY (3).xlsx,sell my house fast clearwater,260.0,4,0.0,C,False
USHOMEBUY (1).xlsx,brown spiders in tennessee,260.0,4,0.45,I,True
USHOMEBUY (1).xlsx,can i sell my deceased parents house without probate,260.0,4,10.32,I,True
USHOMEBUY (1).xlsx,sell my house fast hampton roads,260.0,4,0.0,C,False
USHOMEBUY (1).xlsx,we buy houses clarksville,260.0,4,33.08,T,False
USHOMEBUY (1).xlsx,dangerous spiders tennessee,260.0,5,0.0,I,True
USHOMEBUY (1).xlsx,sell my house fast aurora,260.0,5,0.0,C I,False
USHOMEBUY (1).xlsx,sell my house san bernardino,260.0,5,0.0,C,False
USHOMEBUY (1).xlsx,we buy houses kingston,260.0,5,0.0,I,False
USHOMEBUY (1).xlsx,we buy houses mesquite,260.0,5,0.0,T,False
USHOMEBUY (1).xlsx,sell my house fast poughkeepsie ny,260.0,6,0.0,C,False
USHOMEBUY (1).xlsx,sell my house fast anaheim,260.0,7,0.0,C,False
USHOMEBUY (1).xlsx,tennessee spider,260.0,7,0.49,I,True
USHOMEBUY (1).xlsx,we buy houses wauwatosa,260.0,7,39.78,I,False
USHOMEBUY (1).xlsx,sell my house fast ann arbor,260.0,8,0.0,C,False
USHOMEBUY (1).xlsx,sell my house fast wauwatosa,260.0,8,0.0,I,False
USHOMEBUY (1).xlsx,we buy houses columbia mo,260.0,8,22.07,T,False
USHOMEBUY (3).xlsx,sell my house fast portland,260.0,9,10.97,C,False
USHOMEBUY (3).xlsx,sell my house fast oklahoma city,260.0,9,22.57,C,False
USHOMEBUY (1).xlsx,510 ryan road anderson sc recent sales data,260.0,9,0.0,T,True
USHOMEBUY (1).xlsx,custom home builders prices,260.0,9,1.72,I,True
USHOMEBUY (1).xlsx,sell my house fast orange county,260.0,9,19.43,C,False
USHOMEBUY (1).xlsx,sell my house fast rochester,260.0,9,0.0,C,False
USHOMEBUY (1).xlsx,sell my house fast york pa,260.0,9,0.0,C,False
USHOMEBUY (1).xlsx,we buy houses brentwood,260.0,9,0.0,I,False
USHOMEBUY (1).xlsx,we buy houses flagstaff az,260.0,9,0.0,T,False
USHOMEBUY (1).xlsx,we buy houses in fort worth,260.0,9,28.92,T,False
USHOMEBUY (2).xlsx,foreclosures virginia beach,260.0,10,0.49,C,True
USHOMEBUY (1).xlsx,dilworth zip code,260.0,10,0.0,I,True
USHOMEBUY (1).xlsx,how to sell my house georgia,260.0,10,0.0,I,False
USHOMEBUY (1).xlsx,sell my house fast killeen tx,260.0,10,170.73,C,False
USHOMEBUY (1).xlsx,we buy houses chesapeake,260.0,10,0.0,C,False
USHOMEBUY (1).xlsx,we buy houses lexington ky,260.0,10,14.55,C,False
USHOMEBUY (1).xlsx,we buy houses monterey,260.0,10,0.32,C I,False
USHOMEBUY (1).xlsx,we buy houses waco tx,260.0,10,16.03,T,False
MissingUSHOMEBUY.xlsx,sell my house fort worth,260.0,11,111.29,C,False
USHOMEBUY (1).xlsx,moving binder,260.0,11,0.0,I,True
USHOMEBUY (1).xlsx,va loan inspection checklist,260.0,11,0.43,I,True
USHOMEBUY (1).xlsx,we buy houses greenville,260.0,11,0.0,nan,False
USHOMEBUY (1).xlsx,we buy houses harrisburg pa,260.0,11,0.0,T,False
USHOMEBUY (1).xlsx,we buy houses milwaukee wi,260.0,11,14.3,T,False
USHOMEBUY (2).xlsx,closing costs in maryland,260.0,12,2.52,I,True
USHOMEBUY (1).xlsx,27601 zip code,260.0,12,0.0,C,True
USHOMEBUY (1).xlsx,76180 zip code,260.0,12,0.0,I,True
USHOMEBUY (1).xlsx,devery cash,260.0,12,7.0,I,True
USHOMEBUY (1).xlsx,how long does va appraisal take,260.0,12,0.0,I,True
USHOMEBUY (1).xlsx,reporting a house that should be condemned,260.0,12,0.0,I,True
USHOMEBUY (1).xlsx,sell my house fast lancaster pa,260.0,12,0.0,C,False
USHOMEBUY (1).xlsx,we buy houses signs,260.0,12,4.04,C,False
USHOMEBUY (1).xlsx,we buy houses south bend,260.0,12,25.39,T,False
USHOMEBUY (1).xlsx,zip code 76180,260.0,12,0.0,I,True
USHOMEBUY (3).xlsx,sell my house fast atlanta ga,260.0,13,18.55,C,False
USHOMEBUY (1).xlsx,19 hopkins avenue new jersey traded listing,260.0,13,0.0,I,True
USHOMEBUY (1).xlsx,can i sell my house with a tax lien,260.0,13,12.06,I,False
USHOMEBUY (1).xlsx,is down payment included in closing costs,260.0,13,3.25,I,True
USHOMEBUY (1).xlsx,sell my house asheville,260.0,13,0.0,C,False
USHOMEBUY (1).xlsx,under contract show,260.0,13,0.0,I,True
USHOMEBUY (1).xlsx,we buy homes los angeles,260.0,13,49.62,C,False
USHOMEBUY (1).xlsx,we buy houses plano,260.0,13,0.0,T,False
USHOMEBUY (3).xlsx,we buy houses cash los angeles,260.0,14,32.4,C,False
USHOMEBUY (3).xlsx,sell my house fast knoxville tn,260.0,14,17.46,C,False
USHOMEBUY (1).xlsx,seattle capitol hill zip code,260.0,14,0.0,I,True
USHOMEBUY (1).xlsx,sell my house fast in california,260.0,14,34.78,I,False
USHOMEBUY (1).xlsx,we buy houses charlotte nc,260.0,14,25.04,C,False
USHOMEBUY (1).xlsx,whats the difference between pending and under contract,260.0,14,0.06,C I,True
USHOMEBUY (3).xlsx,sell my house fast southern california,260.0,15,0.0,C,False
USHOMEBUY (3).xlsx,sell my house fast kentucky,260.0,15,0.0,C,False
USHOMEBUY (1).xlsx,85086 zip code,260.0,15,0.0,I,True
USHOMEBUY (1).xlsx,bathroom remodeling mills college,260.0,15,0.0,C,True
USHOMEBUY (1).xlsx,what does it mean under contract,260.0,15,0.02,C,True
USHOMEBUY (2).xlsx,auction properties for sale in west virginia for sale,260.0,16,0.0,T,True
USHOMEBUY (3).xlsx,sell my house fast charlotte,260.0,16,15.0,C,False
USHOMEBUY (1).xlsx,at home valentine's day ideas,260.0,16,0.0,I,True
USHOMEBUY (1).xlsx,sell my house fast milwaukee wi,260.0,16,0.0,C,False
USHOMEBUY (1).xlsx,what does it mean to condemn a house,260.0,16,0.0,I,True
USHOMEBUY (1).xlsx,can i sell my house in foreclosure,260.0,17,26.03,I,False
USHOMEBUY (1).xlsx,how much does a finished basement add value,260.0,17,2.56,I,True
USHOMEBUY (1).xlsx,net proceeds definition,260.0,17,0.0,I,True
USHOMEBUY (1).xlsx,sell my house fast rochester ny,260.0,17,0.0,C,False
USHOMEBUY (1).xlsx,we buy houses sarasota,260.0,17,21.98,T,False
USHOMEBUY (1).xlsx,zip code silver lake ca,260.0,17,0.0,I,True
USHOMEBUY (1).xlsx,does pool add value to home,260.0,18,0.62,I,True
USHOMEBUY (1).xlsx,full service moving guide,260.0,18,0.0,I,True
USHOMEBUY (1).xlsx,logical steps to selling your house in washington state,260.0,18,0.0,I,True
USHOMEBUY (1).xlsx,sell my house fast tucson,260.0,18,18.64,C,False
USHOMEBUY (1).xlsx,we buy houses harrisburg,260.0,18,17.76,T,False
USHOMEBUY (1).xlsx,we buy houses montgomery al,260.0,18,21.43,T,False
USHOMEBUY (1).xlsx,we buy houses springfield mo,260.0,18,25.07,C,False
USHOMEBUY (1).xlsx,will a new roof increase home value,260.0,18,6.7,I,True
USHOMEBUY (2).xlsx,can you buy a foreclosed home with a va loan,260.0,19,5.37,I,True
USHOMEBUY (3).xlsx,sell my house fast cincinnati,260.0,19,42.36,C,False
USHOMEBUY (1).xlsx,buying a house under an llc,260.0,19,1.58,I,True
USHOMEBUY (1).xlsx,if a house is under contract what does that mean,260.0,19,0.0,C,True
USHOMEBUY (1).xlsx,sell my house san diego,260.0,19,43.32,C,False
USHOMEBUY (1).xlsx,squatters rights 30 days pennsylvania,260.0,19,0.0,I,True
USHOMEBUY (1).xlsx,va home loan inspection,260.0,19,2.3,I,True
USHOMEBUY (1).xlsx,va loans and inspections,260.0,19,2.3,I,True
USHOMEBUY (1).xlsx,we buy houses stockton,260.0,19,29.56,T,False
USHOMEBUY (1).xlsx,we buy houses whitefish bay,260.0,19,0.0,T,False
USHOMEBUY (2).xlsx,virginia foreclosure,260.0,20,0.28,C,True
USHOMEBUY (1).xlsx,average cost to paint outside of house,260.0,20,4.63,I,True
USHOMEBUY (1).xlsx,define assessed value,260.0,20,0.15,I,True
USHOMEBUY (1).xlsx,investors that buy houses in purcellville virginia,260.0,20,0.0,T,True
USHOMEBUY (1).xlsx,rent to own washington court house ohio,260.0,20,2.3,I,True
USHOMEBUY (1).xlsx,romantic anniversary ideas at home,260.0,20,0.14,I,True
USHOMEBUY (1).xlsx,can i sell my house without a real estate agent,260.0,21,11.72,C I,False
USHOMEBUY (1).xlsx,downtown raleigh nc zip code,260.0,21,0.0,I,True
USHOMEBUY (1).xlsx,how often do houses under contract fall through,260.0,21,0.0,I,True
USHOMEBUY (1).xlsx,sell my house baltimore,260.0,21,36.35,C,True
USHOMEBUY (1).xlsx,we buy houses in orlando,260.0,21,45.39,T,False
USHOMEBUY (1).xlsx,we buy houses lubbock,260.0,21,19.12,T,False
USHOMEBUY (2).xlsx,closing costs virginia,260.0,22,2.46,I,True
USHOMEBUY (3).xlsx,sell my house fast new york,260.0,22,6.97,C,False
USHOMEBUY (1).xlsx,in real estate what does active under contract mean,260.0,22,0.0,I,True
USHOMEBUY (1).xlsx,increase home value,260.0,22,2.08,I,True
USHOMEBUY (1).xlsx,sell my house fast for market value,260.0,22,25.78,I,True
USHOMEBUY (1).xlsx,we buy houses in austin,260.0,22,38.07,T,False
USHOMEBUY (3).xlsx,sell my house fast san antonio texas,260.0,23,24.48,C,False
USHOMEBUY (1).xlsx,south end zip code,260.0,23,0.0,I,True
USHOMEBUY (1).xlsx,we buy houses complaints,260.0,23,9.84,I,False
USHOMEBUY (1).xlsx,we buy houses jackson ms,260.0,23,9.61,C,False
USHOMEBUY (1).xlsx,zip code for tcu,260.0,23,0.0,I,True
USHOMEBUY (3).xlsx,sell my house fast utah,260.0,24,65.62,C,False
USHOMEBUY (3).xlsx,sell my house fast nashville tn,260.0,24,23.57,C,False
USHOMEBUY (1).xlsx,hodde real estate,260.0,24,0.28,N,True
USHOMEBUY (1).xlsx,kbb home value,260.0,24,3.37,N,True
USHOMEBUY (1).xlsx,ownerly home value estimator,260.0,24,2.51,N,True
USHOMEBUY (1).xlsx,pending vs active under contract,260.0,24,0.0,C,True
USHOMEBUY (1).xlsx,sell my house fast lubbock,260.0,24,0.0,C,False
